count,image,BMI,PAR,FWHR,CJWR
0,img_0.bmp,34.20739619,0.0508240123548781,2.494119871642213,1.2350292164553531
1,img_1.bmp,26.45371972,0.0607136159150864,2.233904987172173,1.3071641727454668
2,img_2.bmp,34.96756055,0.0377027537829631,2.5235611184157647,1.2250021591545746
3,img_3.bmp,22.04476644,0.0710619798038686,2.193356061110647,1.2366938848016846
6,img_6.bmp,25.84558824,0.0865604480177179,2.145534042267941,1.2781904932660075
7,img_7.bmp,21.74070069,0.090188010038282,2.0454396909739883,1.2947926165446628
8,img_8.bmp,30.61585799,0.0255098612684499,2.467504179613155,1.200501153626624
9,img_9.bmp,26.78887574,0.0262964378057514,2.3832462289757994,1.2933744618456926
10,img_10.bmp,38.73278237,0.0650211360669323,2.5725292386055507,1.1670713522046443
11,img_11.bmp,30.8248393,0.071256587756385,2.5211434674690065,1.1943096973746634
12,img_12.bmp,41.39888889,0.0121342141024055,2.6726647006338986,1.173498742178142
13,img_13.bmp,31.04916667,0.0137353424144501,2.229655728952061,1.1606147359054932
14,img_14.bmp,35.56139655,0.0428386898912945,2.5075095444742765,1.1440375997215944
16,img_16.bmp,33.19952775,0.0366801101063147,2.3054905387365663,1.1328515157375914
17,img_17.bmp,23.59537865,0.0421015067966432,1.7204806361313545,1.1521813845954536
18,img_18.bmp,41.20945946,0.033520130137376,2.4152195571677706,1.0978726342884275
19,img_19.bmp,21.31081081,0.0385540332251224,2.1636180634096287,1.202859847325838
20,img_20.bmp,26.62248521,0.0544621891600931,2.5006172077615334,1.2290367044462296
21,img_21.bmp,21.63076923,0.0583312550980005,2.4290922988662023,1.197928516899432
22,img_22.bmp,41.80903979,0.0581122642875003,2.190199028060904,1.2438528093471328
23,img_23.bmp,22.34883218,0.0495264402958801,1.7224630564664427,1.3982450400502708
24,img_24.bmp,33.8112793,0.0343914899572205,2.4943628753343314,1.1898899604209865
27,img_27.bmp,30.8511918,0.0108389613729046,2.3857333883307006,1.2377756277119485
28,img_28.bmp,31.45116572,0.05126909730069,2.357865889947354,1.2987436608981977
29,img_29.bmp,20.37681159,0.0224713574185335,2.076642317732888,1.2112614026566428
30,img_30.bmp,33.90239198,0.0134929061615319,2.093987928584245,1.2926069618822134
31,img_31.bmp,27.79996142,0.0140003526317574,2.155494314706754,1.2989566974923823
32,img_32.bmp,31.47038567,0.0647512393699137,2.2113136948159875,1.2372265216298264
33,img_33.bmp,23.40105601,0.0680803187188752,2.198070026115765,1.2316714594115925
34,img_34.bmp,29.22524565,0.0269520780519439,2.64567646555584,1.2696178198756352
35,img_35.bmp,22.14033762,0.0237807008992518,2.2209018503900246,1.2087091693557104
36,img_36.bmp,31.16673875,0.0686946936478786,2.238035048896243,1.1421841039082228
37,img_37.bmp,22.04476644,0.0428954604601071,1.9620363852027576,1.2305707177108458
38,img_38.bmp,41.68662038,0.0654820763413508,2.571071000841976,1.1567379308369898
39,img_39.bmp,36.2779133,0.05898605731932,2.466666666666667,1.2326487186076236
41,img_41.bmp,28.89041096,0.0088907699134547,1.9781360744205736,1.1833440860491888
42,img_42.bmp,43.53349597,0.0156603513844724,2.3940707320901518,1.1608361010711483
43,img_43.bmp,35.61831488,0.0240811480229976,1.640341930660963,1.1757572980917288
44,img_44.bmp,36.48788927,0.0798852942117217,1.9977779534445357,1.1660643247743483
46,img_46.bmp,37.93215632,0.0292948253497168,2.543400292430732,1.1235218301674987
47,img_47.bmp,30.40150764,0.0183992976781206,2.1023340140684743,1.2018745582611987
48,img_48.bmp,44.07310957,0.0279068883009324,2.620499554205887,1.154251922995038
49,img_49.bmp,40.68287037,0.0335055268434628,2.207606332989525,1.231532855648275
52,img_52.bmp,36.48788927,0.0480749083156477,2.390841012075558,1.1576526311963733
53,img_53.bmp,27.36591696,0.0527709323777086,2.379818880952327,1.1964058096289356
55,img_55.bmp,21.28460208,0.0922854337859107,2.4854292366844883,1.292113133127913
56,img_56.bmp,37.9258494,0.0249465960640297,2.444277264403092,1.247567943759739
57,img_57.bmp,23.40105601,0.0252385495152254,2.3150412649441394,1.2910589235795438
58,img_58.bmp,38.27368164,0.0440280328058294,2.601852527870826,1.2285270123072731
60,img_60.bmp,30.24462222,0.0389004628297519,2.5550541847077244,1.199306959226051
61,img_61.bmp,21.99608889,0.042550546145076,2.2661333293863364,1.2066772187500494
62,img_62.bmp,33.29906778,0.066333593523399,2.2940139493908926,1.2494151512583611
64,img_64.bmp,37.58520829,0.0188080081897389,2.313935902970807,1.1681235076682126
65,img_65.bmp,26.62285587,0.0350580709864188,2.29838991667542,1.1588027312245233
66,img_66.bmp,51.48925781,0.0278617224737614,2.7407318738274182,1.14934046136323
67,img_67.bmp,25.74462891,0.0380391090130919,2.3675488225146424,1.2614979998796951
68,img_68.bmp,41.68662038,0.0190293007854028,2.3555300201947023,1.1886491643995354
69,img_69.bmp,29.55000938,0.0220731050242726,2.1748931965605443,1.2339524587299064
70,img_70.bmp,37.97368421,0.0206083499139927,2.5220581930250305,1.2254999999607847
71,img_71.bmp,31.88815789,0.0178417704733115,2.0207733431076726,1.2630618644626987
72,img_72.bmp,41.97014925,0.0118548005764957,2.179753516198627,1.1936414882331414
73,img_73.bmp,26.3096458,0.0121690292931425,2.076632408982013,1.2168734252431024
74,img_74.bmp,51.48925781,0.024286009747402,2.6431936370118114,1.1343423087543971
75,img_75.bmp,24.02832031,0.0302729671357457,2.3112624717063146,1.2826895200149284
76,img_76.bmp,31.94698225,0.0729753997429134,2.173887676783665,1.1954394638141737
78,img_78.bmp,39.9342838,0.0163429741877174,2.0485878178062857,1.2702292673036408
79,img_79.bmp,32.88705725,0.0124568804184735,2.198284865561209,1.290067619062619
81,img_81.bmp,26.93606594,0.0753360785699737,2.229910312097776,1.2073428695653785
82,img_82.bmp,46.25,0.037062771667813,2.258285059860667,1.1688976242815088
83,img_83.bmp,29.21052632,0.049751875292721,2.5564249728821125,1.1572392106080365
84,img_84.bmp,41.50033415,0.0882152460393064,2.431809215386257,1.1942547232024676
85,img_85.bmp,30.8511918,0.0887577368005066,2.5365330670030697,1.2303992656618323
87,img_87.bmp,38.00821799,0.011219470521217,2.585993067833252,1.201394399496817
88,img_88.bmp,53.69073597,0.0667858300709582,2.457328129994352,1.1722539959719525
89,img_89.bmp,34.16683198,0.067459581690063,2.235294117647059,1.1692307692307693
90,img_90.bmp,49.74115556,0.0393269856131619,2.3544196167355693,1.1121031461100572
91,img_91.bmp,40.36782222,0.0372643674180785,2.5515485494107297,1.195921599019667
92,img_92.bmp,35.1426171,0.0087512667657842,2.79854541621367,1.250022344687481
94,img_94.bmp,37.24389648,0.018221444211519,2.2159972116571387,1.2452479468919349
95,img_95.bmp,32.60986328,0.0175565238796413,2.236141876337409,1.2388303626556654
96,img_96.bmp,42.26319527,0.0240686920605975,2.5166797724770333,1.200789558138268
97,img_97.bmp,29.95029586,0.021175953080423,1.9565250629861215,1.2429723105463228
98,img_98.bmp,29.28585598,0.0302569839883832,2.204595629370204,1.241216937196015
99,img_99.bmp,25.10216227,0.0329064757545547,2.203125,1.2153366161845574
100,img_100.bmp,29.83410494,0.0310378176905049,2.5198416859032857,1.1687652997727895
101,img_101.bmp,24.40972222,0.0268139520725763,1.9031488873647984,1.2947759966340242
102,img_102.bmp,37.24389648,0.0523159156065324,2.005287129213229,1.2620343345948153
103,img_103.bmp,32.0949707,0.051020678889957,2.363546096095431,1.2123788953474168
104,img_104.bmp,42.24082679,0.0487447345889437,2.21697406837324,1.259223816699207
105,img_105.bmp,30.7513219,0.0565878551077077,2.339759053882396,1.2599387749179125
106,img_106.bmp,29.83410494,0.0316563827544172,2.524889366486648,1.1937323969198232
107,img_107.bmp,24.40972222,0.0216221912339567,2.150372060830404,1.2788737175175091
108,img_108.bmp,35.15,0.0157376223812752,2.5371100609732102,1.2063407941078368
109,img_109.bmp,25.68102041,0.018421261723978,2.376803066511412,1.2183847470326097
111,img_111.bmp,28.43014706,0.0561176629252158,2.254290101137705,1.267280864519612
114,img_114.bmp,34.07894737,0.023548458781538,2.572836041048408,1.1498270955893624
115,img_115.bmp,25.55921053,0.0570725929415041,2.049969150146449,1.1887592263426014
116,img_116.bmp,39.15540541,0.0679315398249938,2.2638462845343543,1.1707732740251622
117,img_117.bmp,28.24324324,0.0700424198477968,2.274635025018612,1.2014077799319776
120,img_120.bmp,35.80092593,0.0132546010007488,2.5671237660900017,1.155201139539941
121,img_121.bmp,23.86728395,0.0117291728659593,2.516342250128785,1.1807124282987134
122,img_122.bmp,38.00821799,0.0852768412825536,1.9646103627821525,1.2498838355935558
124,img_124.bmp,38.00821799,0.0777162619874441,2.030827504991397,1.233626386364758
125,img_125.bmp,29.79844291,0.0825473734959352,2.12779622579877,1.239062296864876
126,img_126.bmp,36.60591716,0.0196601646963682,2.3031448543417365,1.2673084029687856
127,img_127.bmp,29.61751479,0.0200235082673999,2.1182224195520005,1.275372257211073
128,img_128.bmp,43.23150169,0.0574816556654724,2.3458332806032023,1.1321333350471017
129,img_129.bmp,32.07498512,0.0529834802512679,2.423657750479207,1.2544483820746652
130,img_130.bmp,38.31228374,0.0774592214550785,2.399616685512235,1.198697305993377
131,img_131.bmp,26.90981834,0.0937702297260871,1.8892519622010149,1.2408243108571824
132,img_132.bmp,36.95878815,0.0382966927798456,2.383158578784156,1.2251370122112692
133,img_133.bmp,30.69458677,0.0394488077926233,2.139789294498893,1.2268474392422466
134,img_134.bmp,47.05652006,0.0396984871805488,2.3566203473426284,1.1707318262057151
135,img_135.bmp,37.29263117,0.0616526271977627,2.5967603013177785,1.1702547721133656
136,img_136.bmp,42.08254568,0.0378619383407474,2.1910258678619967,1.2175493237966848
137,img_137.bmp,37.80046209,0.033199518550754,2.547834192943704,1.16274948389099
138,img_138.bmp,54.02873691,0.009858348793238,2.2201240988393005,1.1952081949212945
139,img_139.bmp,46.51169526,0.0111206640342394,2.2713731123062586,1.3060352740183467
140,img_140.bmp,34.96756055,0.0226301401594411,2.012385408041151,1.2470839960496996
141,img_141.bmp,32.5350346,0.0229027062070035,1.9639802878658723,1.2038683599954705
142,img_142.bmp,43.32936851,0.0320678621662854,2.61460924360773,1.1580829285349823
143,img_143.bmp,24.32525952,0.0364153835082039,2.450715406979359,1.2458433086512652
144,img_144.bmp,31.63421697,0.0693218056099304,2.249942369017574,1.1833372063980372
146,img_146.bmp,37.59711015,0.0196772289121905,2.514185635899765,1.22327953298834
147,img_147.bmp,23.74554325,0.0125578725424959,2.105847050459235,1.267306547090987
148,img_148.bmp,47.46334877,0.016683115521661,2.544411784143384,1.194579360710499
149,img_149.bmp,31.86824846,0.0197102300538285,2.19653202769208,1.2120582384941645
150,img_150.bmp,29.5628858,0.0226006762188955,2.2900773051172423,1.1989594270276789
