image,PAR,FWHR,CJWR
img_0.bmp,0.05082401235487815,2.494119871642213,1.2350292164553531
img_1.bmp,0.06071361591508646,2.2339049871721732,1.3071641727454668
img_2.bmp,0.03770275378296316,2.5235611184157647,1.2250021591545746
img_3.bmp,0.07106197980386866,2.193356061110647,1.2366938848016846
img_6.bmp,0.08656044801771798,2.145534042267941,1.2781904932660075
img_7.bmp,0.090188010038282,2.0454396909739883,1.2947926165446628
img_8.bmp,0.02550986126844993,2.467504179613155,1.200501153626624
img_9.bmp,0.02629643780575146,2.3832462289757994,1.2933744618456926
img_10.bmp,0.06502113606693238,2.5725292386055507,1.1670713522046443
img_11.bmp,0.07125658775638502,2.5211434674690065,1.1943096973746634
img_12.bmp,0.012134214102405536,2.6726647006338986,1.173498742178142
img_13.bmp,0.013735342414450156,2.2296557289520615,1.1606147359054932
img_14.bmp,0.04283868989129457,2.5075095444742765,1.1440375997215944
img_16.bmp,0.03668011010631479,2.3054905387365663,1.1328515157375914
img_17.bmp,0.04210150679664324,1.7204806361313543,1.1521813845954536
img_18.bmp,0.03352013013737608,2.4152195571677706,1.0978726342884277
img_19.bmp,0.03855403322512243,2.1636180634096287,1.202859847325838
img_20.bmp,0.054462189160093176,2.5006172077615334,1.2290367044462296
img_21.bmp,0.058331255098000544,2.4290922988662023,1.197928516899432
img_22.bmp,0.0581122642875003,2.1901990280609036,1.2438528093471328
img_23.bmp,0.049526440295880124,1.7224630564664427,1.3982450400502708
img_24.bmp,0.03439148995722057,2.4943628753343314,1.1898899604209865
img_27.bmp,0.010838961372904679,2.3857333883307006,1.2377756277119485
img_28.bmp,0.05126909730069002,2.357865889947354,1.2987436608981977
img_29.bmp,0.02247135741853355,2.0766423177328877,1.2112614026566428
img_30.bmp,0.01349290616153199,2.093987928584245,1.2926069618822134
img_31.bmp,0.014000352631757484,2.155494314706754,1.2989566974923823
img_32.bmp,0.06475123936991371,2.2113136948159875,1.2372265216298264
img_33.bmp,0.06808031871887527,2.198070026115765,1.2316714594115925
img_34.bmp,0.026952078051943922,2.6456764655558396,1.2696178198756352
img_35.bmp,0.02378070089925184,2.2209018503900246,1.2087091693557104
img_36.bmp,0.06869469364787868,2.238035048896243,1.1421841039082228
img_37.bmp,0.0428954604601071,1.9620363852027576,1.2305707177108458
img_38.bmp,0.06548207634135088,2.5710710008419757,1.1567379308369898
img_39.bmp,0.058986057319320065,2.466666666666667,1.2326487186076236
img_41.bmp,0.008890769913454747,1.9781360744205736,1.1833440860491888
img_42.bmp,0.01566035138447248,2.3940707320901513,1.1608361010711485
img_43.bmp,0.024081148022997628,1.640341930660963,1.1757572980917288
img_44.bmp,0.0798852942117217,1.9977779534445355,1.1660643247743483
img_46.bmp,0.02929482534971687,2.5434002924307317,1.1235218301674987
img_47.bmp,0.018399297678120687,2.1023340140684743,1.2018745582611987
img_48.bmp,0.027906888300932412,2.620499554205887,1.154251922995038
img_49.bmp,0.03350552684346288,2.207606332989525,1.231532855648275
img_52.bmp,0.04807490831564772,2.390841012075558,1.1576526311963733
img_53.bmp,0.05277093237770866,2.379818880952327,1.1964058096289356
img_55.bmp,0.09228543378591074,2.4854292366844883,1.292113133127913
img_56.bmp,0.024946596064029776,2.444277264403092,1.247567943759739
img_57.bmp,0.02523854951522542,2.3150412649441394,1.2910589235795438
img_58.bmp,0.044028032805829447,2.601852527870826,1.2285270123072733
img_60.bmp,0.03890046282975199,2.5550541847077244,1.199306959226051
img_61.bmp,0.04255054614507603,2.2661333293863364,1.2066772187500494
img_62.bmp,0.06633359352339908,2.2940139493908926,1.2494151512583611
img_64.bmp,0.018808008189738903,2.313935902970807,1.1681235076682126
img_65.bmp,0.03505807098641886,2.29838991667542,1.1588027312245233
img_66.bmp,0.027861722473761428,2.7407318738274182,1.14934046136323
img_67.bmp,0.03803910901309193,2.3675488225146424,1.2614979998796951
img_68.bmp,0.019029300785402894,2.3555300201947023,1.1886491643995354
img_69.bmp,0.022073105024272607,2.1748931965605443,1.2339524587299064
img_70.bmp,0.0206083499139927,2.5220581930250305,1.2254999999607847
img_71.bmp,0.017841770473311577,2.0207733431076726,1.2630618644626987
img_72.bmp,0.011854800576495763,2.179753516198627,1.1936414882331414
img_73.bmp,0.012169029293142581,2.076632408982013,1.2168734252431024
img_74.bmp,0.024286009747402023,2.6431936370118114,1.1343423087543973
img_75.bmp,0.030272967135745774,2.3112624717063146,1.2826895200149284
img_76.bmp,0.07297539974291348,2.173887676783665,1.1954394638141737
img_78.bmp,0.01634297418771749,2.0485878178062857,1.2702292673036408
img_79.bmp,0.01245688041847355,2.1982848655612095,1.290067619062619
img_81.bmp,0.0753360785699737,2.229910312097776,1.2073428695653785
img_82.bmp,0.03706277166781302,2.258285059860667,1.1688976242815088
img_83.bmp,0.04975187529272109,2.5564249728821125,1.1572392106080363
img_84.bmp,0.08821524603930644,2.431809215386257,1.1942547232024676
img_85.bmp,0.08875773680050665,2.5365330670030697,1.2303992656618323
img_87.bmp,0.011219470521217011,2.585993067833252,1.201394399496817
img_88.bmp,0.0667858300709582,2.457328129994352,1.1722539959719525
img_89.bmp,0.06745958169006303,2.235294117647059,1.1692307692307693
img_90.bmp,0.03932698561316194,2.3544196167355693,1.1121031461100572
img_91.bmp,0.03726436741807858,2.5515485494107297,1.195921599019667
img_92.bmp,0.008751266765784249,2.79854541621367,1.250022344687481
img_94.bmp,0.01822144421151903,2.2159972116571387,1.2452479468919349
img_95.bmp,0.017556523879641354,2.2361418763374092,1.2388303626556654
img_96.bmp,0.024068692060597526,2.5166797724770333,1.200789558138268
img_97.bmp,0.02117595308042306,1.9565250629861217,1.2429723105463228
img_98.bmp,0.03025698398838324,2.204595629370204,1.2412169371960147
img_99.bmp,0.03290647575455472,2.203125,1.2153366161845574
img_100.bmp,0.0310378176905049,2.5198416859032857,1.1687652997727895
img_101.bmp,0.026813952072576367,1.9031488873647986,1.2947759966340242
img_102.bmp,0.05231591560653241,2.005287129213229,1.2620343345948153
img_103.bmp,0.05102067888995702,2.363546096095431,1.2123788953474168
img_104.bmp,0.04874473458894376,2.21697406837324,1.259223816699207
img_105.bmp,0.056587855107707745,2.3397590538823954,1.2599387749179123
img_106.bmp,0.03165638275441722,2.524889366486648,1.1937323969198232
img_107.bmp,0.021622191233956783,2.150372060830404,1.2788737175175093
img_108.bmp,0.015737622381275216,2.5371100609732102,1.2063407941078368
img_109.bmp,0.018421261723978077,2.3768030665114117,1.2183847470326095
img_111.bmp,0.056117662925215875,2.2542901011377054,1.267280864519612
img_114.bmp,0.023548458781538033,2.572836041048408,1.1498270955893624
img_115.bmp,0.057072592941504185,2.049969150146449,1.1887592263426014
img_116.bmp,0.06793153982499385,2.2638462845343543,1.1707732740251622
img_117.bmp,0.0700424198477968,2.2746350250186116,1.2014077799319776
img_120.bmp,0.013254601000748843,2.5671237660900017,1.155201139539941
img_121.bmp,0.01172917286595934,2.516342250128785,1.1807124282987134
img_122.bmp,0.08527684128255368,1.9646103627821525,1.2498838355935558
img_124.bmp,0.07771626198744412,2.0308275049913975,1.233626386364758
img_125.bmp,0.08254737349593529,2.12779622579877,1.239062296864876
img_126.bmp,0.019660164696368203,2.3031448543417365,1.2673084029687856
img_127.bmp,0.020023508267399966,2.1182224195520005,1.275372257211073
img_128.bmp,0.05748165566547247,2.3458332806032023,1.1321333350471017
img_129.bmp,0.05298348025126799,2.423657750479207,1.2544483820746652
img_130.bmp,0.07745922145507857,2.399616685512235,1.198697305993377
img_131.bmp,0.09377022972608716,1.8892519622010147,1.2408243108571824
img_132.bmp,0.038296692779845674,2.3831585787841556,1.2251370122112692
img_133.bmp,0.03944880779262335,2.139789294498893,1.2268474392422466
img_134.bmp,0.039698487180548823,2.3566203473426284,1.1707318262057151
img_135.bmp,0.06165262719776272,2.5967603013177785,1.1702547721133656
img_136.bmp,0.037861938340747414,2.1910258678619967,1.2175493237966848
img_137.bmp,0.03319951855075405,2.547834192943704,1.16274948389099
img_138.bmp,0.009858348793238008,2.2201240988393005,1.1952081949212945
img_139.bmp,0.011120664034239407,2.2713731123062586,1.3060352740183467
img_140.bmp,0.022630140159441127,2.012385408041151,1.2470839960496996
img_141.bmp,0.022902706207003597,1.9639802878658725,1.2038683599954705
img_142.bmp,0.032067862166285425,2.61460924360773,1.1580829285349825
img_143.bmp,0.036415383508203975,2.450715406979359,1.2458433086512652
img_144.bmp,0.06932180560993044,2.249942369017574,1.1833372063980372
img_146.bmp,0.019677228912190557,2.514185635899765,1.2232795329883401
img_147.bmp,0.012557872542495931,2.105847050459235,1.267306547090987
img_148.bmp,0.01668311552166109,2.5444117841433838,1.194579360710499
img_149.bmp,0.019710230053828517,2.19653202769208,1.2120582384941645
img_150.bmp,0.02260067621889553,2.2900773051172423,1.1989594270276787
img_151.bmp,0.021380264317669612,2.2778582780275944,1.2195323559400082
img_152.bmp,0.08543544860215026,2.2294816068526147,1.2611852501889314
img_153.bmp,0.07270942257310854,1.8129769016459198,1.2005390163224434
img_154.bmp,0.025304050810876545,2.6929899797109975,1.2667429514788373
img_155.bmp,0.029453608479573967,2.5398169700367905,1.2286061304744484
img_156.bmp,0.025174530069651577,2.625850060442617,1.2244334182741075
img_157.bmp,0.030333092391557535,2.258435338778897,1.2495442365123568
img_158.bmp,0.03627963471686876,2.0299823295343433,1.2153159785081484
img_159.bmp,0.03587060225986311,1.8567820240885953,1.1841302405569674
img_160.bmp,0.01917750989758144,2.2849052670095364,1.1163152168936674
